weapon_name,type,mode,monster_name,part,BASE,TU1,TU2,TU3,TU4,TU5,BU_LS,BU_B
crimsonglow valstrax,dragon,css,Nargacuga,Hind Leg 0,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Nargacuga,Neck/Back 0,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Nargacuga,Tail 0,722.0,725.0,719.0,722.0,845.0,967.0,1004.0,984.0
crimsonglow valstrax,dragon,css,Nargacuga,Tail 1,846.0,849.0,843.0,843.0,986.0,1127.0,1166.0,1133.0
crimsonglow valstrax,dragon,css,Nargacuga,Tail Tip 0,552.0,555.0,552.0,555.0,658.0,757.0,791.0,790.0
crimsonglow valstrax,dragon,css,Nargacuga,Tail Tip 1,695.0,700.0,702.0,708.0,845.0,983.0,1044.0,1089.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Abdomen (Thundersac) 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Abdomen (Thundersac) 1,1806.0,1859.0,1860.0,1879.0,2229.0,2599.0,2752.0,2890.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Back (Charged) 0,461.0,467.0,470.0,479.0,576.0,681.0,738.0,809.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Back (Charged) 1,1085.0,1094.0,1092.0,1103.0,1305.0,1517.0,1609.0,1673.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Chest (Charged) 0,578.0,584.0,585.0,594.0,710.0,831.0,890.0,949.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Chest (Charged) 1,1222.0,1232.0,1229.0,1239.0,1462.0,1695.0,1789.0,1838.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Head 0,636.0,642.0,643.0,650.0,777.0,908.0,967.0,1020.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Head 1,1499.0,1508.0,1504.0,1511.0,1778.0,2050.0,2149.0,2165.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Leg Fin 0,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Neck 0,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Tail 0,636.0,642.0,643.0,650.0,777.0,908.0,967.0,1020.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Tail Tip (Charged) 0,578.0,584.0,585.0,594.0,710.0,831.0,890.0,949.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Tail Tip (Charged) 1,1568.0,1577.0,1571.0,1579.0,1856.0,2139.0,2239.0,2248.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Torso 0,552.0,555.0,552.0,555.0,658.0,757.0,791.0,790.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Wingarm (Charged) 0,599.0,602.0,598.0,601.0,712.0,817.0,852.0,845.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Wingarm (Charged) 1,1612.0,1653.0,1652.0,1667.0,1973.0,2292.0,2418.0,2508.0
crimsonglow valstrax,dragon,css,Narwa the Allmother,Wingarm 0,578.0,584.0,585.0,594.0,710.0,831.0,890.0,949.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Foreleg 0,863.0,905.0,912.0,932.0,1127.0,1341.0,1453.0,1628.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Foreleg 1,1226.0,1279.0,1285.0,1308.0,1567.0,1855.0,1997.0,2200.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Foreleg 2,1226.0,1279.0,1285.0,1308.0,1567.0,1855.0,1997.0,2200.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Foreleg 3,1226.0,1279.0,1285.0,1308.0,1567.0,1855.0,1997.0,2200.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Head 0,1059.0,1111.0,1121.0,1146.0,1378.0,1642.0,1781.0,2004.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Head 1,1269.0,1331.0,1342.0,1372.0,1650.0,1967.0,2134.0,2401.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Head 2,1269.0,1331.0,1342.0,1372.0,1650.0,1967.0,2134.0,2401.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Head 3,1269.0,1331.0,1342.0,1372.0,1650.0,1967.0,2134.0,2401.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Hind Leg 0,604.0,613.0,618.0,631.0,763.0,908.0,991.0,1109.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Hind Leg 1,604.0,613.0,618.0,631.0,763.0,908.0,991.0,1109.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Hind Leg 2,780.0,788.0,791.0,804.0,964.0,1135.0,1221.0,1318.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Hind Leg 3,604.0,613.0,618.0,631.0,763.0,908.0,991.0,1109.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail 0,663.0,672.0,676.0,689.0,830.0,984.0,1067.0,1179.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail 1,663.0,672.0,676.0,689.0,830.0,984.0,1067.0,1179.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail 2,780.0,788.0,791.0,804.0,964.0,1135.0,1221.0,1318.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail 3,663.0,672.0,676.0,689.0,830.0,984.0,1067.0,1179.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail Tip 0,557.0,567.0,572.0,586.0,710.0,848.0,929.0,1054.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail Tip 1,946.0,955.0,955.0,967.0,1148.0,1340.0,1430.0,1509.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail Tip 2,946.0,955.0,955.0,967.0,1148.0,1340.0,1430.0,1509.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Tail Tip 3,946.0,955.0,955.0,967.0,1148.0,1340.0,1430.0,1509.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Torso 0,628.0,637.0,642.0,654.0,789.0,937.0,1021.0,1137.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Torso 1,628.0,637.0,642.0,654.0,789.0,937.0,1021.0,1137.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Torso 2,780.0,788.0,791.0,804.0,964.0,1135.0,1221.0,1318.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Torso 3,628.0,637.0,642.0,654.0,789.0,937.0,1021.0,1137.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Wing 0,511.0,520.0,526.0,540.0,655.0,787.0,869.0,997.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Wing 1,511.0,520.0,526.0,540.0,655.0,787.0,869.0,997.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Wing 2,663.0,672.0,676.0,689.0,830.0,984.0,1067.0,1179.0
crimsonglow valstrax,dragon,css,Primordial Malzeno,Wing 3,511.0,520.0,526.0,540.0,655.0,787.0,869.0,997.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Head 0,1207.0,1213.0,1207.0,1211.0,1421.0,1633.0,1703.0,1689.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Leg 0,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Neck 0,552.0,555.0,552.0,555.0,658.0,757.0,791.0,790.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Tail 0,846.0,849.0,843.0,843.0,986.0,1127.0,1166.0,1133.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Tongue 0,1484.0,1490.0,1481.0,1484.0,1737.0,1987.0,2062.0,2019.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Torso 0,494.0,497.0,494.0,497.0,590.0,681.0,714.0,720.0
crimsonglow valstrax,dragon,css,Pukei Pukei,Wing 0,776.0,779.0,774.0,776.0,907.0,1038.0,1076.0,1051.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Abdomen (Cocooned) 0,692.0,692.0,684.0,680.0,788.0,886.0,899.0,821.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Abdomen 0,444.0,444.0,438.0,436.0,511.0,575.0,583.0,532.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Chest 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Claw 0,234.0,234.0,231.0,229.0,269.0,302.0,307.0,280.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Claw 1st Break 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Claw 2nd Break 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Head 0,761.0,761.0,753.0,748.0,867.0,975.0,989.0,902.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Leg (Thread) 0,1052.0,1052.0,1040.0,1032.0,1210.0,1360.0,1380.0,1258.0
crimsonglow valstrax,dragon,css,Pyre Rakna Kadaki,Leg 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Rajang,Foreleg 0,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Rajang,Foreleg 1,117.0,117.0,115.0,115.0,134.0,152.0,154.0,140.0
crimsonglow valstrax,dragon,css,Rajang,Head 0,899.0,899.0,889.0,884.0,1024.0,1153.0,1168.0,1066.0
crimsonglow valstrax,dragon,css,Rajang,Hind Leg 0,409.0,409.0,404.0,400.0,471.0,530.0,536.0,490.0
crimsonglow valstrax,dragon,css,Rajang,Tail 0,409.0,409.0,404.0,400.0,471.0,530.0,536.0,490.0
crimsonglow valstrax,dragon,css,Rajang,Tail 1,899.0,899.0,889.0,884.0,1024.0,1153.0,1168.0,1066.0
crimsonglow valstrax,dragon,css,Rajang,Torso 0,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Abdomen (Cocooned) 0,692.0,692.0,684.0,680.0,788.0,886.0,899.0,821.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Abdomen (Cocooned) 1,692.0,692.0,684.0,680.0,788.0,886.0,899.0,821.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Abdomen 0,409.0,409.0,404.0,400.0,471.0,530.0,536.0,490.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Chest 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Claw 0,234.0,234.0,231.0,229.0,269.0,302.0,307.0,280.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Claw 1st Break 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Claw 2nd Break 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Head 0,831.0,831.0,821.0,816.0,945.0,1064.0,1079.0,984.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Leg (Thread) 0,502.0,502.0,496.0,492.0,578.0,651.0,660.0,603.0
crimsonglow valstrax,dragon,css,Rakna Kadaki,Leg 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Rathalos,Abdomen 0,630.0,672.0,683.0,703.0,859.0,1039.0,1146.0,1349.0
crimsonglow valstrax,dragon,css,Rathalos,Back 0,630.0,672.0,683.0,703.0,859.0,1039.0,1146.0,1349.0
crimsonglow valstrax,dragon,css,Rathalos,Head 0,1407.0,1470.0,1480.0,1509.0,1809.0,2143.0,2315.0,2565.0
crimsonglow valstrax,dragon,css,Rathalos,Leg 0,663.0,672.0,676.0,689.0,830.0,984.0,1067.0,1179.0
crimsonglow valstrax,dragon,css,Rathalos,Neck 0,747.0,788.0,798.0,817.0,993.0,1191.0,1301.0,1488.0
crimsonglow valstrax,dragon,css,Rathalos,Tail 0,863.0,905.0,912.0,932.0,1127.0,1341.0,1453.0,1628.0
crimsonglow valstrax,dragon,css,Rathalos,Wing 0,1115.0,1168.0,1176.0,1200.0,1441.0,1713.0,1853.0,2069.0
crimsonglow valstrax,dragon,css,Rathian,Back 0,747.0,788.0,798.0,817.0,993.0,1191.0,1301.0,1488.0
crimsonglow valstrax,dragon,css,Rathian,Head 0,1476.0,1539.0,1548.0,1576.0,1887.0,2232.0,2404.0,2647.0
crimsonglow valstrax,dragon,css,Rathian,Leg 0,721.0,730.0,734.0,746.0,897.0,1058.0,1144.0,1249.0
crimsonglow valstrax,dragon,css,Rathian,Neck 0,721.0,730.0,734.0,746.0,897.0,1058.0,1144.0,1249.0
crimsonglow valstrax,dragon,css,Rathian,Tail 0,863.0,905.0,912.0,932.0,1127.0,1341.0,1453.0,1628.0
crimsonglow valstrax,dragon,css,Rathian,Torso 0,747.0,788.0,798.0,817.0,993.0,1191.0,1301.0,1488.0
crimsonglow valstrax,dragon,css,Rathian,Wing 0,948.0,1001.0,1012.0,1037.0,1258.0,1506.0,1644.0,1879.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Abdomen 0,546.0,555.0,561.0,575.0,696.0,832.0,914.0,1039.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Abdomen 1,780.0,788.0,791.0,804.0,964.0,1135.0,1221.0,1318.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Back 0,630.0,672.0,683.0,703.0,859.0,1039.0,1146.0,1349.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Back 1,630.0,672.0,683.0,703.0,859.0,1039.0,1146.0,1349.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Foreleg 0,695.0,700.0,702.0,708.0,845.0,983.0,1044.0,1089.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Foreleg 1,695.0,700.0,702.0,708.0,845.0,983.0,1044.0,1089.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Head 0,1099.0,1141.0,1146.0,1163.0,1390.0,1636.0,1752.0,1901.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Head 1,1099.0,1141.0,1146.0,1163.0,1390.0,1636.0,1752.0,1901.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Hind Leg 0,688.0,731.0,740.0,761.0,926.0,1115.0,1224.0,1419.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Hind Leg 1,688.0,731.0,740.0,761.0,926.0,1115.0,1224.0,1419.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Tail 0,494.0,497.0,494.0,497.0,590.0,681.0,714.0,720.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Tail 1,494.0,497.0,494.0,497.0,590.0,681.0,714.0,720.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Wing 0,511.0,520.0,526.0,540.0,655.0,787.0,869.0,997.0
crimsonglow valstrax,dragon,css,Risen Chameleos,Wing 1,511.0,520.0,526.0,540.0,655.0,787.0,869.0,997.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Body 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Body 1,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Body 2,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Body 3,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest (Windsac) 0,1107.0,1107.0,1095.0,1087.0,1260.0,1419.0,1439.0,1313.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest (Windsac) 1,1107.0,1107.0,1095.0,1087.0,1260.0,1419.0,1439.0,1313.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest (Windsac) 2,1107.0,1107.0,1095.0,1087.0,1260.0,1419.0,1439.0,1313.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest (Windsac) 3,1107.0,1107.0,1095.0,1087.0,1260.0,1419.0,1439.0,1313.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest 1,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest 2,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Chest 3,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Foreleg 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Foreleg 1,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Foreleg 2,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Foreleg 3,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Head 0,761.0,761.0,753.0,748.0,867.0,975.0,989.0,902.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Head 1,761.0,761.0,753.0,748.0,867.0,975.0,989.0,902.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Head 2,789.0,789.0,780.0,775.0,899.0,1011.0,1025.0,935.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Head 3,789.0,789.0,780.0,775.0,899.0,1011.0,1025.0,935.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Hind Leg 0,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Hind Leg 1,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Hind Leg 2,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Hind Leg 3,292.0,292.0,288.0,286.0,336.0,378.0,384.0,350.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Neck 0,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Neck 1,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Neck 2,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Neck 3,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Tail 0,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Tail 1,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Tail 2,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Tail 3,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wing 0,257.0,257.0,254.0,253.0,296.0,333.0,337.0,308.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wing 1,886.0,886.0,876.0,870.0,1009.0,1135.0,1151.0,1051.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wing 2,257.0,257.0,254.0,253.0,296.0,333.0,337.0,308.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wing 3,886.0,886.0,876.0,870.0,1009.0,1135.0,1151.0,1051.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wingarm 0,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wingarm 1,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wingarm 2,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Crimsonglow Valstrax,Wingarm 3,526.0,526.0,520.0,516.0,605.0,680.0,690.0,629.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Abdomen 0,578.0,584.0,585.0,594.0,710.0,831.0,890.0,949.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Back 0,438.0,444.0,447.0,455.0,549.0,650.0,706.0,782.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Foreleg 0,695.0,700.0,702.0,708.0,845.0,983.0,1044.0,1089.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Head 0,1000.0,1007.0,1002.0,1007.0,1185.0,1367.0,1433.0,1444.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Hind Leg 0,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Neck 0,552.0,555.0,552.0,555.0,658.0,757.0,791.0,790.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Tail 0,663.0,672.0,676.0,689.0,830.0,984.0,1067.0,1179.0
crimsonglow valstrax,dragon,css,Risen Kushala Daora,Wing 0,523.0,532.0,537.0,552.0,668.0,801.0,884.0,1011.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Foreleg 0,636.0,642.0,643.0,650.0,777.0,908.0,967.0,1020.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Head 0,1322.0,1374.0,1381.0,1404.0,1677.0,1979.0,2124.0,2316.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Hind Leg 0,589.0,595.0,597.0,604.0,724.0,847.0,906.0,963.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Neck 0,863.0,905.0,912.0,932.0,1127.0,1341.0,1453.0,1628.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Tail 0,673.0,683.0,688.0,701.0,843.0,998.0,1083.0,1193.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Torso 0,461.0,467.0,470.0,479.0,576.0,681.0,738.0,809.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Wing 0,557.0,567.0,572.0,586.0,710.0,848.0,929.0,1054.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Wingclaw 0,765.0,827.0,844.0,877.0,1079.0,1324.0,1483.0,1806.0
crimsonglow valstrax,dragon,css,Risen Shagaru Magala,Wingclaw 1,758.0,801.0,810.0,830.0,1006.0,1205.0,1316.0,1503.0
crimsonglow valstrax,dragon,css,Risen Teostra,Abdomen 0,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Risen Teostra,Abdomen 1,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Risen Teostra,Abdomen 2,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Risen Teostra,Back 0,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Risen Teostra,Back 1,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Risen Teostra,Back 2,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Risen Teostra,Foreleg 0,613.0,619.0,620.0,628.0,750.0,878.0,937.0,991.0
crimsonglow valstrax,dragon,css,Risen Teostra,Foreleg 1,613.0,619.0,620.0,628.0,750.0,878.0,937.0,991.0
crimsonglow valstrax,dragon,css,Risen Teostra,Foreleg 2,613.0,619.0,620.0,628.0,750.0,878.0,937.0,991.0
crimsonglow valstrax,dragon,css,Risen Teostra,Head 0,861.0,867.0,865.0,871.0,1027.0,1190.0,1253.0,1280.0
crimsonglow valstrax,dragon,css,Risen Teostra,Head 1,861.0,867.0,865.0,871.0,1027.0,1190.0,1253.0,1280.0
crimsonglow valstrax,dragon,css,Risen Teostra,Head 2,861.0,867.0,865.0,871.0,1027.0,1190.0,1253.0,1280.0
crimsonglow valstrax,dragon,css,Risen Teostra,Hind Leg 0,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Risen Teostra,Hind Leg 1,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Risen Teostra,Hind Leg 2,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Risen Teostra,Neck 0,469.0,472.0,471.0,474.0,563.0,651.0,683.0,692.0
crimsonglow valstrax,dragon,css,Risen Teostra,Neck 1,469.0,472.0,471.0,474.0,563.0,651.0,683.0,692.0
crimsonglow valstrax,dragon,css,Risen Teostra,Neck 2,469.0,472.0,471.0,474.0,563.0,651.0,683.0,692.0
crimsonglow valstrax,dragon,css,Risen Teostra,Tail 0,586.0,589.0,587.0,589.0,697.0,802.0,836.0,832.0
crimsonglow valstrax,dragon,css,Risen Teostra,Tail 1,586.0,589.0,587.0,589.0,697.0,802.0,836.0,832.0
crimsonglow valstrax,dragon,css,Risen Teostra,Tail 2,586.0,589.0,587.0,589.0,697.0,802.0,836.0,832.0
crimsonglow valstrax,dragon,css,Risen Teostra,Wing 0,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Risen Teostra,Wing 1,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Risen Teostra,Wing 2,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Abdomen 0,692.0,692.0,684.0,680.0,788.0,886.0,899.0,821.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Back 0,435.0,438.0,437.0,440.0,523.0,605.0,637.0,650.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Foreleg 0,280.0,280.0,277.0,276.0,323.0,363.0,368.0,336.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Head 0,776.0,779.0,774.0,776.0,907.0,1038.0,1076.0,1051.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Hind Leg 0,350.0,350.0,346.0,344.0,403.0,454.0,461.0,419.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Mane 0,899.0,899.0,889.0,884.0,1024.0,1153.0,1168.0,1066.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Mane 1,899.0,899.0,889.0,884.0,1024.0,1153.0,1168.0,1066.0
crimsonglow valstrax,dragon,css,Royal Ludroth,Tail 0,467.0,467.0,461.0,459.0,537.0,605.0,613.0,559.0
crimsonglow valstrax,dragon,css,Scorned Magnamalo,Back 0,502.0,502.0,496.0,492.0,578.0,651.0,660.0,603.0
